,State,Fips,CountyName,Region,Year,EstimatedValue
145,Georgia,13061,Clay,Central,`0015 2016,13163.604927444532
146,Georgia,13061,Clay,Central,`0016 2015,10630.295537727616
147,Georgia,13063,Clayton,North Central,`0013 2018,5663.363250701497
148,Georgia,13063,Clayton,North Central,`0014 2017,5111.565156408729
149,Georgia,13063,Clayton,North Central,`0015 2016,5886.091881220937
150,Georgia,13065,Clinch,Southeast,`0012 2019,100135.43431484426
151,Georgia,13065,Clinch,Southeast,`0013 2018,114305.76808452753
152,Georgia,13065,Clinch,Southeast,`0014 2017,124079.65619499618
153,Georgia,13065,Clinch,Southeast,`0015 2016,103185.4399599941
154,Georgia,13065,Clinch,Southeast,`0016 2015,100674.4788889397
155,Georgia,13067,Cobb,North Central,`0012 2019,5886.091881220937
156,Georgia,13067,Cobb,North Central,`0014 2017,8902.3293963177
157,Georgia,13067,Cobb,North Central,`0016 2015,5102.192141446427
158,Georgia,13069,Coffee,Southeast,`0012 2019,10262.046455921143
159,Georgia,13069,Coffee,Southeast,`0013 2018,45640.280578534905
160,Georgia,13069,Coffee,Southeast,`0014 2017,55086.66738491688
161,Georgia,13069,Coffee,Southeast,`0015 2016,36371.28204299966
162,Georgia,13069,Coffee,Southeast,`0016 2015,52221.002098602716
163,Georgia,13071,Colquitt,Southwest,`0012 2019,38297.42766455776
164,Georgia,13071,Colquitt,Southwest,`0013 2018,28424.68670278141
165,Georgia,13071,Colquitt,Southwest,`0014 2017,18339.06108453466
166,Georgia,13071,Colquitt,Southwest,`0015 2016,28135.907178649966
167,Georgia,13071,Colquitt,Southwest,`0016 2015,35762.778722793446
168,Georgia,13073,Columbia,Central,`0012 2019,22331.277695456083
169,Georgia,13073,Columbia,Central,`0013 2018,19554.52728661256
170,Georgia,13073,Columbia,Central,`0014 2017,17010.43004184983
171,Georgia,13073,Columbia,Central,`0015 2016,29783.75431185586
172,Georgia,13073,Columbia,Central,`0016 2015,11901.710883033269
173,Georgia,13075,Cook,Southwest,`0012 2019,22903.59993841714
174,Georgia,13075,Cook,Southwest,`0013 2018,19964.11944402848
175,Georgia,13075,Cook,Southwest,`0014 2017,4698.832232522775
176,Georgia,13075,Cook,Southwest,`0015 2016,13679.633400149529
177,Georgia,13075,Cook,Southwest,`0016 2015,16970.39815810116
178,Georgia,13077,Coweta,North Central,`0012 2019,28943.721951644806
179,Georgia,13077,Coweta,North Central,`0013 2018,35137.30077708188
180,Georgia,13077,Coweta,North Central,`0014 2017,41900.00836754549
181,Georgia,13077,Coweta,North Central,`0015 2016,35260.86912969577
182,Georgia,13077,Coweta,North Central,`0016 2015,27703.834699819166
183,Georgia,13079,Crawford,Central,`0012 2019,45399.59916726291
184,Georgia,13079,Crawford,Central,`0013 2018,34656.00492283962
185,Georgia,13079,Crawford,Central,`0014 2017,29700.382422567112
186,Georgia,13079,Crawford,Central,`0015 2016,28595.630207291437
187,Georgia,13079,Crawford,Central,`0016 2015,35550.87350143134
188,Georgia,13081,Crisp,Southwest,`0012 2019,24543.131851156773
189,Georgia,13081,Crisp,Southwest,`0013 2018,14468.302547878506
190,Georgia,13081,Crisp,Southwest,`0014 2017,12408.141533244228
191,Georgia,13081,Crisp,Southwest,`0015 2016,8190.557545927924
192,Georgia,13081,Crisp,Southwest,`0016 2015,21481.444440528805
193,Georgia,13083,Dade,North,`0012 2019,982.2562361676413
194,Georgia,13083,Dade,North,`0013 2018,23588.785359591435
195,Georgia,13083,Dade,North,`0014 2017,30303.320685080645
196,Georgia,13083,Dade,North,`0015 2016,12387.659026065632
197,Georgia,13083,Dade,North,`0016 2015,11596.637231039074
198,Georgia,13085,Dawson,North,`0012 2019,24101.490208813048
199,Georgia,13085,Dawson,North,`0013 2018,13082.054286337216
200,Georgia,13085,Dawson,North,`0014 2017,17394.955846558612
201,Georgia,13085,Dawson,North,`0015 2016,21665.305332890788
202,Georgia,13085,Dawson,North,`0016 2015,29037.385972564607
203,Georgia,13087,Decatur,Southwest,`0012 2019,38048.60447199437
204,Georgia,13087,Decatur,Southwest,`0013 2018,44068.589651897244
205,Georgia,13087,Decatur,Southwest,`0014 2017,53135.44138467831
206,Georgia,13087,Decatur,Southwest,`0015 2016,34031.59276631197
207,Georgia,13087,Decatur,Southwest,`0016 2015,34893.24204461571
208,Georgia,13089,DeKalb,North Central,`0012 2019,18344.124983346348
209,Georgia,13089,DeKalb,North Central,`0013 2018,4634.143634374594
210,Georgia,13089,DeKalb,North Central,`0014 2017,10851.746144515948
211,Georgia,13089,DeKalb,North Central,`0015 2016,7301.9326938963095
212,Georgia,13089,DeKalb,North Central,`0016 2015,2565.5648469162215
213,Georgia,13091,Dodge,Southeast,`0012 2019,54267.14423200215
214,Georgia,13091,Dodge,Southeast,`0013 2018,54121.21293706394
215,Georgia,13091,Dodge,Southeast,`0014 2017,44132.81255541213
216,Georgia,13091,Dodge,Southeast,`0015 2016,54242.43122237617
217,Georgia,13091,Dodge,Southeast,`0016 2015,35248.26070803159
218,Georgia,13093,Dooly,Southwest,`0012 2019,27675.68667283862
219,Georgia,13093,Dooly,Southwest,`0013 2018,18541.799481598355
220,Georgia,13093,Dooly,Southwest,`0014 2017,12408.141533244228
221,Georgia,13093,Dooly,Southwest,`0015 2016,11250.103115568098
222,Georgia,13093,Dooly,Southwest,`0016 2015,19875.331851747804
223,Georgia,13095,Dougherty,Central,`0012 2019,26153.769483978624
224,Georgia,13095,Dougherty,Central,`0013 2018,42187.30845971764
225,Georgia,13095,Dougherty,Central,`0014 2017,19070.08688483951
226,Georgia,13095,Dougherty,Central,`0015 2016,31201.38280047658
227,Georgia,13095,Dougherty,Central,`0016 2015,17775.436750715682
228,Georgia,13097,Douglas,North Central,`0012 2019,17686.0540412288
229,Georgia,13097,Douglas,North Central,`0013 2018,24728.040821630435
230,Georgia,13097,Douglas,North Central,`0014 2017,12064.95006038706
231,Georgia,13097,Douglas,North Central,`0015 2016,11270.835886458879
232,Georgia,13097,Douglas,North Central,`0016 2015,16293.507070633295
233,Georgia,13099,Early,Southwest,`0012 2019,19182.01654423901
234,Georgia,13099,Early,Southwest,`0013 2018,30808.24149452047
235,Georgia,13099,Early,Southwest,`0014 2017,44585.04595419819
236,Georgia,13099,Early,Southwest,`0015 2016,42145.333402836506
237,Georgia,13099,Early,Southwest,`0016 2015,47296.23869724279
238,Georgia,13101,Echols,Southeast,`0012 2019,46685.4525382357
239,Georgia,13101,Echols,Southeast,`0013 2018,41478.322600018604
240,Georgia,13101,Echols,Southeast,`0014 2017,53071.95070291441
241,Georgia,13101,Echols,Southeast,`0015 2016,56705.47269496665
242,Georgia,13101,Echols,Southeast,`0016 2015,47018.49087251435
243,Georgia,13103,Effingham,Southeast,`0012 2019,56942.29393890363
244,Georgia,13103,Effingham,Southeast,`0013 2018,47185.88221864694
245,Georgia,13103,Effingham,Southeast,`0014 2017,39114.063409182614
246,Georgia,13103,Effingham,Southeast,`0015 2016,45382.991275139226
247,Georgia,13103,Effingham,Southeast,`0016 2015,43579.696557062096
248,Georgia,13105,Elbert,North Central,`0012 2019,26724.49760580955
249,Georgia,13105,Elbert,North Central,`0013 2018,28535.4804933975
250,Georgia,13105,Elbert,North Central,`0014 2017,33970.74814207601
251,Georgia,13105,Elbert,North Central,`0015 2016,13402.05497035861
252,Georgia,13105,Elbert,North Central,`0016 2015,35260.86912969577
253,Georgia,13107,Emanuel,Southeast,`0012 2019,47844.72750828942
254,Georgia,13107,Emanuel,Southeast,`0013 2018,71022.78015634933
255,Georgia,13107,Emanuel,Southeast,`0014 2017,72508.95694204087
256,Georgia,13107,Emanuel,Southeast,`0015 2016,74619.92085432934
257,Georgia,13107,Emanuel,Southeast,`0016 2015,55814.362627837094
258,Georgia,13109,Evans,Southeast,`0012 2019,17028.303987239524
259,Georgia,13109,Evans,Southeast,`0013 2018,27098.413185257443
260,Georgia,13109,Evans,Southeast,`0014 2017,17353.27838186608
261,Georgia,13109,Evans,Southeast,`0015 2016,9711.896171543169
262,Georgia,13109,Evans,Southeast,`0016 2015,18179.65962829434
263,Georgia,13111,Fannin,North,`0012 2019,53407.45476925352
264,Georgia,13111,Fannin,North,`0013 2018,43434.827962753436
265,Georgia,13111,Fannin,North,`0014 2017,26210.941963387628
266,Georgia,13111,Fannin,North,`0015 2016,44570.498239674416
267,Georgia,13111,Fannin,North,`0016 2015,26952.172798274823
268,Georgia,13113,Fayette,North Central,`0012 2019,5800.211822617239
269,Georgia,13113,Fayette,North Central,`0013 2018,1544.7145447915311
270,Georgia,13113,Fayette,North Central,`0014 2017,6823.520083293302
271,Georgia,13113,Fayette,North Central,`0015 2016,5020.836374681458
272,Georgia,13113,Fayette,North Central,`0016 2015,16186.752673357572
273,Georgia,13115,Floyd,North,`0012 2019,35384.16984409405
274,Georgia,13115,Floyd,North,`0013 2018,39611.63793222016
275,Georgia,13115,Floyd,North,`0014 2017,38294.511883898616
276,Georgia,13115,Floyd,North,`0015 2016,39138.650654756886
277,Georgia,13115,Floyd,North,`0016 2015,39138.650654756886
278,Georgia,13117,Forsyth,North Central,`0012 2019,11716.50160481201
279,Georgia,13117,Forsyth,North Central,`0013 2018,10894.861767545892
280,Georgia,13117,Forsyth,North Central,`0014 2017,4376.3961701422795
281,Georgia,13117,Forsyth,North Central,`0015 2016,18043.414749620955
282,Georgia,13117,Forsyth,North Central,`0016 2015,14628.40984780433
283,Georgia,13119,Franklin,North Central,`0012 2019,20027.543659593783
284,Georgia,13119,Franklin,North Central,`0013 2018,10593.427090081826
285,Georgia,13119,Franklin,North Central,`0014 2017,13232.198808472716
286,Georgia,13119,Franklin,North Central,`0015 2016,17265.866927087027
287,Georgia,13119,Franklin,North Central,`0016 2015,13418.032570836704
288,Georgia,13121,Fulton,North Central,`0012 2019,20747.70473324587
289,Georgia,13121,Fulton,North Central,`0013 2018,37587.36745158357
290,Georgia,13121,Fulton,North Central,`0014 2017,13955.619436578261
291,Georgia,13121,Fulton,North Central,`0015 2016,26649.948557066236
292,Georgia,13121,Fulton,North Central,`0016 2015,16186.752673357572
293,Georgia,13123,Gilmer,North,`0012 2019,47317.6456530649
294,Georgia,13123,Gilmer,North,`0013 2018,58886.829244844186
295,Georgia,13123,Gilmer,North,`0014 2017,60493.686007095836
296,Georgia,13123,Gilmer,North,`0015 2016,42897.80379788803
297,Georgia,13123,Gilmer,North,`0016 2015,32853.6093605519
298,Georgia,13125,Glascock,Central,`0012 2019,10238.359388012414
299,Georgia,13125,Glascock,Central,`0013 2018,14219.258995348668
300,Georgia,13125,Glascock,Central,`0014 2017,20812.66404720928
301,Georgia,13125,Glascock,Central,`0015 2016,16055.94145455804
302,Georgia,13125,Glascock,Central,`0016 2015,16931.018683965787
303,Georgia,13127,Glynn,Southeast,`0012 2019,23323.43882004268
304,Georgia,13127,Glynn,Southeast,`0013 2018,26031.706645624723
305,Georgia,13127,Glynn,Southeast,`0014 2017,29632.405863085805
306,Georgia,13127,Glynn,Southeast,`0015 2016,25201.011390006468
307,Georgia,13127,Glynn,Southeast,`0016 2015,33631.9188536858
308,Georgia,13129,Gordon,North,`0012 2019,23807.529266006564
309,Georgia,13129,Gordon,North,`0013 2018,7213.790465800931
310,Georgia,13129,Gordon,North,`0014 2017,33224.31394216027
311,Georgia,13129,Gordon,North,`0015 2016,33827.74590896305
312,Georgia,13129,Gordon,North,`0016 2015,16134.69660503564
313,Georgia,13131,Grady,Southwest,`0012 2019,31883.870075205297
314,Georgia,13131,Grady,Southwest,`0013 2018,35597.8701771529
315,Georgia,13131,Grady,Southwest,`0014 2017,31923.92597391532
316,Georgia,13131,Grady,Southwest,`0015 2016,32928.41016083433
317,Georgia,13131,Grady,Southwest,`0016 2015,24406.55624349093
318,Georgia,13133,Greene,Central,`0012 2019,41574.550777920645
319,Georgia,13133,Greene,Central,`0013 2018,51836.75837190531
320,Georgia,13133,Greene,Central,`0014 2017,41725.16413713619
321,Georgia,13133,Greene,Central,`0015 2016,25760.854703005778
322,Georgia,13133,Greene,Central,`0016 2015,30976.496348817982
323,Georgia,13135,Gwinnett,North Central,`0012 2019,14990.32812937422
324,Georgia,13135,Gwinnett,North Central,`0013 2018,18931.731622164956
325,Georgia,13135,Gwinnett,North Central,`0014 2017,16836.839340449864
326,Georgia,13135,Gwinnett,North Central,`0015 2016,15107.194569709964
327,Georgia,13135,Gwinnett,North Central,`0016 2015,2831.6816253507486
328,Georgia,13137,Habersham,North,`0012 2019,23783.104670814242
329,Georgia,13137,Habersham,North,`0013 2018,35208.66597183207
330,Georgia,13137,Habersham,North,`0014 2017,18198.639302491356
331,Georgia,13137,Habersham,North,`0015 2016,21709.815840502157
332,Georgia,13137,Habersham,North,`0016 2015,13100.858113378494
333,Georgia,13139,Hall,North Central,`0012 2019,29430.459406104692
334,Georgia,13139,Hall,North Central,`0013 2018,15390.612013839242
335,Georgia,13139,Hall,North Central,`0014 2017,26047.0419360553
336,Georgia,13139,Hall,North Central,`0015 2016,15096.141764258135
337,Georgia,13139,Hall,North Central,`0016 2015,10350.642681827507
338,Georgia,13141,Hancock,Central,`0012 2019,71181.73209230867
339,Georgia,13141,Hancock,Central,`0013 2018,44215.185239705614
340,Georgia,13141,Hancock,Central,`0014 2017,59176.801331011244
341,Georgia,13141,Hancock,Central,`0015 2016,55859.54688617768
342,Georgia,13141,Hancock,Central,`0016 2015,44153.61474098244
343,Georgia,13143,Haralson,North Central,`0012 2019,22836.946877519695
344,Georgia,13143,Haralson,North Central,`0013 2018,29020.226114715253
345,Georgia,13143,Haralson,North Central,`0014 2017,25055.66222115491
346,Georgia,13143,Haralson,North Central,`0015 2016,14883.43621881369
347,Georgia,13143,Haralson,North Central,`0016 2015,20807.428402316145
348,Georgia,13145,Harris,Central,`0012 2019,39978.086363084876
349,Georgia,13145,Harris,Central,`0013 2018,40853.8771471211
350,Georgia,13145,Harris,Central,`0014 2017,52654.41970977809
351,Georgia,13145,Harris,Central,`0015 2016,49021.90645510104
352,Georgia,13145,Harris,Central,`0016 2015,52369.27602032587
353,Georgia,13147,Hart,North Central,`0012 2019,7430.8064260124665
354,Georgia,13147,Hart,North Central,`0013 2018,2831.6816253507486
355,Georgia,13147,Hart,North Central,`0014 2017,14409.888686714003
356,Georgia,13147,Hart,North Central,`0015 2016,9500.470097174002
357,Georgia,13147,Hart,North Central,`0016 2015,22915.291455078263
358,Georgia,13149,Heard,North Central,`0012 2019,26670.047426566103
359,Georgia,13149,Heard,North Central,`0013 2018,15634.143165060412
360,Georgia,13149,Heard,North Central,`0014 2017,18592.921279696457
361,Georgia,13149,Heard,North Central,`0015 2016,6734.434062814597
362,Georgia,13149,Heard,North Central,`0016 2015,35690.463686791496
363,Georgia,13151,Henry,North Central,`0012 2019,13939.148488513358
364,Georgia,13151,Henry,North Central,`0013 2018,17658.275643662808
365,Georgia,13151,Henry,North Central,`0014 2017,12072.6687529782
366,Georgia,13151,Henry,North Central,`0015 2016,20310.254340746906
367,Georgia,13151,Henry,North Central,`0016 2015,21827.372267362403
368,Georgia,13153,Houston,Central,`0012 2019,23729.324805669523
369,Georgia,13153,Houston,Central,`0013 2018,11700.982157728473
370,Georgia,13153,Houston,Central,`0014 2017,23401.96431545694
371,Georgia,13153,Houston,Central,`0015 2016,41276.16407120788
372,Georgia,13153,Houston,Central,`0016 2015,23373.877906911344
373,Georgia,13155,Irwin,Southwest,`0012 2019,37584.24652431635
374,Georgia,13155,Irwin,Southwest,`0013 2018,16970.398158101165
375,Georgia,13155,Irwin,Southwest,`0014 2017,24569.28658775877
376,Georgia,13155,Irwin,Southwest,`0015 2016,4361.525460073774
377,Georgia,13155,Irwin,Southwest,`0016 2015,24081.48659327588
378,Georgia,13157,Jackson,North Central,`0012 2019,12064.95006038706
379,Georgia,13157,Jackson,North Central,`0013 2018,19708.842902783155
380,Georgia,13157,Jackson,North Central,`0014 2017,33420.93539697843
381,Georgia,13157,Jackson,North Central,`0015 2016,15878.546871444258
382,Georgia,13157,Jackson,North Central,`0016 2015,27165.676302696622
383,Georgia,13159,Jasper,Central,`0012 2019,39376.28001294895
384,Georgia,13159,Jasper,Central,`0013 2018,40618.765984988706
385,Georgia,13159,Jasper,Central,`0014 2017,29065.047119054732
386,Georgia,13159,Jasper,Central,`0015 2016,32631.665445774575
387,Georgia,13159,Jasper,Central,`0016 2015,44452.22740062998
388,Georgia,13161,Jeff Davis,Southeast,`0012 2019,28922.130636443468
389,Georgia,13161,Jeff Davis,Southeast,`0013 2018,35762.37052393606
390,Georgia,13161,Jeff Davis,Southeast,`0014 2017,29128.786597477807
391,Georgia,13161,Jeff Davis,Southeast,`0015 2016,30464.561221212774
392,Georgia,13161,Jeff Davis,Southeast,`0016 2015,10794.336150065299
393,Georgia,13163,Jefferson,Central,`0012 2019,45739.85978145617
394,Georgia,13163,Jefferson,Central,`0013 2018,46160.20558394513
395,Georgia,13163,Jefferson,Central,`0014 2017,44038.751283641046
396,Georgia,13163,Jefferson,Central,`0015 2016,48612.26472419062
397,Georgia,13163,Jefferson,Central,`0016 2015,40953.43755204963
398,Georgia,13165,Jenkins,Southeast,`0012 2019,44715.63497975154
399,Georgia,13165,Jenkins,Southeast,`0013 2018,29740.86361746562
400,Georgia,13165,Jenkins,Southeast,`0014 2017,30121.511256983424
401,Georgia,13165,Jenkins,Southeast,`0015 2016,11568.852254577389
402,Georgia,13165,Jenkins,Southeast,`0016 2015,34602.50210660721
403,Georgia,13167,Johnson,Southeast,`0012 2019,25400.12183269332
404,Georgia,13167,Johnson,Southeast,`0013 2018,31398.20277230401
405,Georgia,13167,Johnson,Southeast,`0014 2017,29479.333569107188
406,Georgia,13167,Johnson,Southeast,`0015 2016,41209.144286254064
407,Georgia,13167,Johnson,Southeast,`0016 2015,26898.13605370659
408,Georgia,13169,Jones,Central,`0012 2019,38371.484838046796
409,Georgia,13169,Jones,Central,`0013 2018,44478.398839235
